0,1788
0,234
0,0011
0,0021
0,0015
0,002
0,0021
0,0025
0,0029
0,0032
0,004
0,0044
0,0053
0,0076
0,0062
0,0067
0,0068
0,0076
0,0087
0,0089
0,0101
0,0125
0,0121
0,0121
0,0134
0,0136
0,0157
0,0182
0,016
0,0194
0,0295
0,0217
0,0242
0,022
0,0258
0,0247
0,0253
0,0276
0,0288
0,0289
0,0309
0,0346
0,0353
0,0393
0,0372
0,0368
0,0499
0,0851
0,0444
0,0454
0,0576
0,0499
0,0525
0,0533
0,0596
0,0654
0,0527
0,0546
0,0729
0,0668
0,0614
0,0629
0,0775
0,0739
0,0787
0,0761
0,0819
0,0772
0,0851
0,0904
0,1815
0,0966
0,0948
0,1091
0,447
0,1118
0,1018
0,124
0,1174
0,1061
0,1071
0,1256
0,1251
0,13
0,1393
0,1263
0,1447
0,1363
0,1488
0,2218
0,1585
0,1507
0,1532
0,1515
0,1511
0,314
0,1829
0,1604
0,15
0,2933
0,1901
0,3908
0,2032
0,1636
0,2454
0,1699
0,2766
0,2069
0,2141
0,203
0,2439
0,2204
0,2113
0,2347
0,1981
0,1911
0,2494
0,1722
0,2196
0,2481
0,2756
0,1992
0,2232
0,226
0,2307
0,2108
0,2541
0,2317
0,3048
0,7707
0,4721
0,3623
0,2501
0,2619
0,2548
0,3283
0,2936
0,2052
0,3273
0,2663
0,2792
0,5534
0,2593
0,3087
0,3413
0,2582
0,3625
0,3367
0,5457
0,3851
0,4081
0,3449
0,5863
0,564
0,461
0,3809
0,3628
0,4899
0,4514
0,5111
0,5527
0,3817
0,6572
0,4921
0,4689
0,5651
0,4856
0,4568
0,4571
0,4602
0,5314
0,5197
0,4869
0,4614
0,5533
0,4848
0,6349
0,3313
0,4644
0,3358
0,7728
0,5419
0,3481
0,355
0,3707
0,5295
0,3655
0,3714
0,375
0,642
0,6375
0,3887
0,3885
0,554
0,575
0,4036
0,5867
0,4079
0,7673
0,6085
0,439
0,8387
0,4324
0,6474
0,5381
0,4549
0,4467
0,482
0,6974
0,4672
0,7103
0,4722
0,506
0,8058
0,4812
0,4829
0,6039
0,4972
0,629
0,8177
0,5045
0,5101
1,3742
0,5242
0,791
1,081
0,5339
0,9341
0,5574
0,827
0,7023
0,8265
0,8755
0,9867
0,9126
0,8828
0,6063
0,6084
0,8605
0,8875
0,6063
0,6391
0,9339
0,9106
0,6633
0,9911
0,941
0,9368
0,8324
0,9503
0,986
1,2102
1,0206
1,0487
0,6657
0,6741
1,221
0,6901
0,8728
0,7284
0,7048
0,7288
1,3418
1,2488
0,9582
0,8921
0,743
0,7471
0,7504
0,761
0,7768
1,1106
0,767
1,2118
1,2646
1,2304
0,8046
1,2769
0,8018
0,8285
1,3088
1,2251
0,8562
1,4826
1,2847
1,2509
1,3202
1,1973
0,8642
1,3601
1,4256
1,3634
1,4591
0,8879
0,9112
1,3714
0,9391
0,991
0,9382
0,9365
1,9111
0,9519
1,4638
0,9452
0,9638
1,3062
1,5013
1,5052
1,1065
1,1068
1,4854
1,5513
1,6011
1,0811
1,7934
1,0292
1,2912
1,0614
1,6499
1,1753
1,0828
1,064
1,0972
1,6445
1,5769
1,0899
1,1349
1,7365
1,8639
1,1233
1,7675
2,1292
3,6411
2,4796
1,9029
1,83
2,1656
2,039
1,2156
1,1748
1,8394
1,198
1,2066
1,7266
1,2139
1,8871
1,62
1,2313
1,271
1,9932
1,4305
1,2868
1,2808
1,2895
1,5912
2,0247
1,3429
1,4623
2,0824
2,2538
1,5078
1,4224
2,0169
2,1071
2,1813
2,1366
2,3131
1,4099
1,4731
2,3763
1,5096
1,565
2,4611
1,5891
1,4712
2,0574
1,4933
2,2263
2,4087
1,6239
1,4854
1,909
1,5157
1,6523
3,0387
2,3413
2,4709
2,358
2,4688
1,5525
1,6359
1,8661
2,5254
1,667
1,6532
3,0934
2,4818
1,7634
2,799
1,7135
2,33
2,6841
2,6741
1,7843
1,7147
2,6047
2,678
2,3203
1,7225
1,7471
2,659
1,919
1,7498
2,7238
1,7572
2,0972
1,9684
3,089
2,0029
1,839
1,8748
2,9067
1,8575
2,3529
2,9486
3,6286
2,7542
3,932
3,297
3,9487
2,9854
3,358
1,9657
2,942
2,6498
1,9933
1,9982
2,9121
2,216
3,4011
2,686
3,0189
3,2678
3,0607
3,0629
3,8778
2,1934
3,0751
3,3039
3,166
2,5619
3,707
2,1685
3,2369
2,6763
2,3175
2,3849
2,5844
2,4753
2,9012
3,2612
2,2887
3,0335
2,3475
2,4043
3,3579
3,3823
2,3209
3,2464
3,4343
2,3718
3,1705
2,3357
2,7104
2,6648
2,4136
4,0783
3,8116
3,513
3,1598
2,4277
3,4782
3,4299
2,7824
3,2863
2,547
2,6935
3,7029
3,4718
3,1258
4,0141
4,5874
4,9017
4,8553
3,9262
3,2493
3,1126
2,6797
3,4823
3,4437
3,599
3,4041
4,0007
3,7622
4,1946
4,3847
2,8096
4,0156
2,959
3,1285
3,9445
2,7653
2,9985
3,329
2,8452
3,455
4,1244
5,2392
4,3767
5,2861
4,9599
6,6994
4,9471
3,5938
3,1249
3,0846
3,7937
2,9545
4,2081
2,9979
3,1483
3,4829
3,1328
3,3415
4,1975
3,9484
3,2182
3,3952
3,7576
3,1415
5,2487
4,9219
4,4014
4,3265
4,8024
3,8166
3,2419
4,1447
3,2599
4,0661
3,2498
4,1321
3,3704
3,3877
4,5383
3,4223
6,0155
3,9203
4,2146
3,4152
3,6079
3,7136
4,5965
4,0853
3,5093
4,6246
4,2251
4,1097
4,5187
3,4626
3,9024
3,6051
17,868
7,4708
5,4168
5,4565
5,0644
5,4728
5,8679
6,4956
5,5337
4,9625
7,4589
7,8062
7,6013
5,7322
4,3929
4,3689
4,0119
3,9123
4,4207
4,5875
4,4868
4,3886
3,7692
4,6558
3,9529
4,7682
4,7968
4,2454
4,0012
3,9625
4,0591
4,9673
5,2013
3,9866
4,3197
4,4674
6,1302
6,4668
6,4888
11,296
5,5438
4,4513
4,724
4,0771
5,8492
4,2428
5,9057
4,855
4,2705
4,1315
4,1923
4,6708
4,407
4,8538
4,2483
4,7231
4,9876
5,0951
5,9919
5,178
4,8473
4,3441
4,944
4,4451
4,3818
4,4477
4,4563
4,7975
5,0245
5,1562
5,0305
4,5765
7,397
4,9678
5,4291
4,5219
4,5833
5,4822
4,6772
4,7662
5,1078
4,8708
5,1584
5,7581
4,6081
5,9825
5,2941
5,757
5,14
4,8252
5,2841
5,6643
4,9222
5,6835
5,1789
6,6723
5,0036
6,7235
6,0752
6,1372
5,5552
5,0961
4,9375
5,0612
5,1381
5,2765
5,3301
5,7388
5,3745
5,5015
5,6043
5,0256
6,3679
5,559
5,0067
5,4764
5,8154
5,8541
5,3399
6,4042
6,1322
6,1534
5,3007
5,5796
5,7788
5,3534
6,1328
5,5945
5,7004
5,2461
6,0382
5,7398
5,5727
6,6134
5,3227
6,0838
8,1387
10,4782
11,2492
8,3335
7,522
6,4659
5,5312
6,9983
7,0252
5,4997
5,9633
5,8246
8,1803
9,4241
6,9352
6,496
5,9706
6,2101
5,7871
6,6006
6,6322
5,8583
5,7154
6,8491
5,992
7,3862
5,998
6,2708
7,0089
6,5498
7,7795
6,2431
6,5905
6,654
7,4342
7,3942
6,315
7,0993
6,5132
6,7703
7,7639
9,0247
7,0256
6,8514
7,1553
7,9134
6,8705
6,5961
6,6622
7,7324
6,8086
6,3612
6,8882
6,5727
6,6306
7,2928
6,784
7,2725
6,9435
6,3637
6,5629
6,6438
7,2388
7,0832
6,4875
7,9346
6,9829
6,747
6,6397
6,9289
6,8621
6,7519
6,6452
7,3932
6,6867
8,2005
8,9909
12,519
9,6081
9,8712
7,3296
8,5651
10,2954
9,9837
9,5992
26,4838
10,6007
10,905
7,7029
6,9345
7,0737
7,1554
7,7952
7,1543
6,9608
7,2266
7,3443
8,8229
7,3704
7,4031
7,2008
7,6683
8,0696
7,5887
7,2348
7,4541
7,7816
9,1717
8,7639
8,238
7,8128
7,3892
7,4327
7,4653
7,3708
7,7695
9,0632
7,4844
7,4236
8,1994
7,7616
7,9142
10,2668
8,2863
7,9453
8,5125
8,3403
8,335
8,0724
8,8421
7,8116
7,7903
7,7283
7,6052
7,8761
7,8188
8,4757
8,0386
8,9393
8,6682
8,446
8,0686
8,0887
7,8415
13,2037
12,6272
10,5687
8,395
8,2947
8,08
8,3468
8,1702
9,4923
9,2185
8,1482
8,0954
8,188
8,378
8,1801
8,2322
8,2104
8,5468
9,5221
8,683
8,9107
8,7169
9,0446
8,7794
8,4203
8,6236
8,3859
8,5552
11,1685
8,5225
8,8297
8,6834
8,6535
8,7136
